Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
persona,7,2742,7.92,831.46,0.22,217.59,28,0.88
personable,10,300,5.7,727.53,-0.13,247.28,32,0.97
personage,9,148,5,832.38,0.24,248.2,26,0.79
personages,10,142,4.96,845.39,0.25,316.91,23,0.7
personal,8,108044,11.59,676.41,-0.48,235.3,32,0.97
personalities,13,3848,8.26,746.6,-0.19,240.92,35,1
personality,11,12265,9.41,689.82,-0.37,203.61,33,1
personalization,15,88,4.48,931.42,0.6,308.31,31,0.97
personalize,11,505,6.22,882.27,0.03,468.41,33,1
personalized,12,1735,7.46,712.82,-0.07,223.3,33,1
personally,10,45117,10.72,713.84,-0.27,246.5,31,0.91
personification,15,149,5,892.3,0.48,296.46,33,1
personified,11,178,5.18,861.97,0.13,339.32,32,0.97
personifies,11,63,4.14,868.78,0.31,284.48,23,0.79
personify,9,57,4.04,817.67,0.16,296.97,27,0.84
personifying,12,48,3.87,920.19,0.41,385.03,27,0.9
personnel,9,18978,9.85,783.09,-0.15,290.13,33,0.97
persons,7,22283,10.01,616.47,-0.6,172.31,32,1
person's,8,9107,9.12,693,-0.36,308.21,33,1
perspective,11,14529,9.58,766.55,-0.19,424.42,33,1
perspectives,12,2531,7.84,972.21,0.41,445.05,34,1
perspiration,12,294,5.68,837.77,0.2,300.79,31,0.97
perspire,8,42,3.74,806.48,0.13,273.15,31,0.97
perspired,9,7,1.95,861.68,0.36,366.57,34,1
perspiring,10,39,3.66,1040.9,0.58,418.01,29,0.88
persuade,8,2463,7.81,658.44,-0.39,163.38,34,0.97
persuaded,9,1455,7.28,792.81,-0.03,245.56,32,0.94
persuaders,10,82,4.41,977.63,0.41,320.07,32,1
persuading,10,326,5.79,674.15,-0.22,121.41,33,0.97
persuasion,10,1617,7.39,831.83,0.07,438.77,30,0.94
persuasions,11,247,5.51,902.03,0.21,421.43,30,0.91
persuasive,10,952,6.86,828.72,-0.02,216.27,32,0.94
persuasively,12,120,4.79,971.37,0.43,463.76,30,0.94
pert,4,334,5.81,701.05,-0.11,175.14,19,0.56
pertain,7,897,6.8,754.32,0.01,266.7,28,0.88
pertained,9,141,4.95,776.76,-0.01,269.75,29,0.94
pertaining,10,3978,8.29,798.39,0.05,242.16,33,0.97
pertains,8,924,6.83,906.25,0.16,383.58,24,0.73
pertinence,10,33,3.5,996.37,0.64,382.63,27,0.77
pertinent,9,3735,8.23,895.16,0.38,450.97,25,0.78
perturb,7,43,3.76,806.84,0.25,277.87,19,0.56
perturbation,12,171,5.14,979.82,0.63,473.74,22,0.69
perturbations,13,211,5.35,952.76,0.87,249.72,17,0.74
perturbed,9,262,5.57,855.25,0.48,282.17,24,0.8
Peru,4,4781,8.47,647.56,-0.42,160.22,32,0.97
perusal,7,465,6.14,782.64,0.49,190.94,14,0.45
peruse,6,631,6.45,892.18,0.35,302.13,11,0.37
perusing,8,390,5.97,752.85,0.28,176.66,20,0.57
Peruvian,8,1302,7.17,894.17,0.54,362.68,23,0.7
pervade,7,87,4.47,728.86,0.01,221.57,28,0.85
pervaded,8,108,4.68,828.04,0.23,322.42,24,0.75
pervades,8,228,5.43,955.84,0.57,418.05,25,0.76
pervading,9,90,4.5,949.71,0.43,328.85,28,0.82
pervasion,9,3,1.1,800.69,0.21,276.58,29,0.85
pervasive,9,896,6.8,858.27,0.09,387.38,33,1
pervasively,11,37,3.61,918.79,0.45,332.63,29,0.91
perverse,8,1116,7.02,727.43,-0.06,189.71,28,0.9
perversely,10,94,4.54,956.83,0.57,375.62,30,0.97
perversion,10,749,6.62,868.73,0.34,279.89,33,1
perversity,10,139,4.93,916.35,0.55,410.73,23,0.77
pervert,7,1300,7.17,724.35,-0.19,257.53,31,1
perverted,9,1306,7.17,801.27,0.06,330.49,33,1
pesky,5,1120,7.02,788.19,0.1,301.32,26,0.76
peso,4,2329,7.75,937.12,0.47,424.97,17,0.49
pessimism,9,250,5.52,988.74,0.59,430.85,27,0.82
pessimist,9,426,6.05,887.4,0.25,337.95,25,0.78
pessimistic,11,742,6.61,845.12,0.23,270.52,33,0.94
pessimists,10,96,4.56,860.45,0.16,325.05,29,0.94
pest,4,1075,6.98,658.91,-0.51,219.54,34,1
pester,6,239,5.48,760.21,-0.02,277.74,28,0.82
pestering,9,351,5.86,748.46,0.01,216.26,26,0.79
pesticide,9,775,6.65,833.19,0.17,325.24,32,0.94
pesticides,10,1073,6.98,773.71,0.01,213.56,31,0.94
pestilence,10,2209,7.7,841.43,0.5,319.28,21,0.7
pestilent,9,11,2.4,930.74,0.48,245.85,23,0.72
pestilential,12,15,2.71,1129,1.45,377.36,8,0.24
pestle,6,69,4.23,847,0.24,403.37,19,0.56
pests,5,627,6.44,637.39,-0.53,180.03,28,0.85
pet,3,14817,9.6,616.53,-0.68,267.96,34,1
petal,5,195,5.27,648.55,-0.39,136.45,33,0.97
petals,6,548,6.31,686.32,-0.4,267.89,34,1
Pete,4,13906,9.54,579.24,-0.66,122.35,33,0.97
Peter,5,66538,11.11,651.1,-0.61,321.78,31,0.97
petered,7,91,4.51,1070.3,0.92,472.73,10,0.29
Peter's,7,1139,7.04,706.24,-0.39,310.71,33,0.97
Pete's,6,678,6.52,639.53,-0.51,137.39,32,0.97
petit,5,865,6.76,923.5,0.27,381.96,22,0.67
petite,6,1041,6.95,655.35,-0.4,155.95,34,0.97
petition,8,10168,9.23,720.35,-0.22,231.32,34,1
petitioned,10,256,5.55,812.21,0.14,230.76,28,0.88
petitioner,10,266,5.58,742.27,-0.01,202.39,30,0.91
petitioner's,12,41,3.71,833.19,0.5,233.86,31,0.91
petitions,9,807,6.69,766.88,-0.19,293.13,34,1
petrified,9,286,5.66,834.19,0.22,323.33,31,0.91
petrify,7,26,3.26,884.93,0.29,260.69,30,0.88
petrol,6,890,6.79,825.04,0.08,204.58,25,0.81
petroleum,9,3273,8.09,794.15,0.04,279.41,27,0.93
pets,4,4867,8.49,583.06,-0.61,218.21,34,1
petted,6,343,5.84,744.28,-0.01,338.06,25,0.81
petticoat,9,95,4.55,828.09,0.27,341.34,33,0.97
pettiness,9,94,4.54,869.52,0.42,309.08,25,0.78
pettinesses,11,0,0,955.96,0.57,289.55,28,0.85
petting,7,462,6.14,788.06,-0.15,283.07,31,0.91
petty,5,4357,8.38,660.97,-0.41,173.94,33,0.97
petulance,9,36,3.58,938.32,0.64,394.13,22,0.67
petulant,8,143,4.96,779.37,0.05,390.17,19,0.61
petunia,7,57,4.04,911.3,0.53,331.19,20,0.63
pew,3,276,5.62,776.68,-0.16,312.52,22,0.67
pews,4,116,4.75,657.85,-0.2,217.33,20,0.59
pewter,6,358,5.88,775.5,-0.04,152.95,26,0.79
peyote,6,386,5.96,612.88,-0.14,194.06,8,0.24
phagocyte,9,5,1.61,1303.6,1.8,340.51,10,0.31
phalanges,9,5,1.61,938.14,0.55,222.32,14,0.47
phalanx,7,2263,7.72,944.07,0.54,294.5,15,0.45
phallic,7,362,5.89,812.08,0.11,248.5,24,0.73
phallus,7,365,5.9,930.67,0.47,371.32,21,0.64
phantasmagoric,14,10,2.3,925.78,0.7,398.34,9,0.33
phantasmic,10,4,1.39,900.42,0.52,350.42,12,0.4
phantom,7,8107,9,730.31,-0.22,208.97,29,0.91
Pharaoh,7,477,6.17,772.83,-0.02,284.74,29,0.91
pharisee,8,166,5.11,1090.89,0.58,437.36,9,0.3
pharmaceutical,14,2480,7.82,920.66,0.52,298.12,29,0.94
pharmacist,10,758,6.63,731.94,-0.22,236.92,33,0.94
pharmacological,15,305,5.72,1087.24,0.98,352.63,21,0.91
pharmacology,12,1253,7.13,1067.86,0.75,496.67,22,0.79
pharmacy,8,2097,7.65,661.76,-0.36,223.85,33,0.97
pharyngitis,11,13,2.56,857.5,0.96,164.37,4,0.15
pharynx,7,17,2.83,831.09,0.22,292.33,23,0.72
phase,5,16742,9.73,617,-0.65,186.1,35,0.97
phases,6,2942,7.99,652.15,-0.42,160.57,33,1
pheasant,8,291,5.67,823.79,0.09,338.42,19,0.58
pheasants,9,136,4.91,713.76,-0.03,277.12,21,0.66
phenol,6,222,5.4,940.43,0.72,390.54,14,0.44
phenomena,9,5280,8.57,774.48,0,186.63,33,0.97
phenomenal,10,1256,7.14,933.29,0.31,409.34,28,0.97
phenomenological,16,133,4.89,1087.88,0.76,430.07,17,0.85
phenomenon,10,6786,8.82,674.76,-0.34,203.29,34,1
phew,4,466,6.14,817.06,0.14,256.87,16,0.48
phi,3,3082,8.03,836.74,0.2,267.81,23,0.7
Phil,4,20084,9.91,634.81,-0.4,157.86,31,0.94
Philadelphia,12,12335,9.42,701.32,-0.23,246.05,31,0.94
Philadelphia's,14,65,4.17,849.47,0.26,280.01,30,1
philander,9,38,3.64,785.06,0.35,173.91,17,0.52
philanthropic,13,84,4.43,1008.96,0.73,399.99,27,0.93
philanthropies,14,6,1.79,1131.68,0.92,377.84,22,0.73
philanthropist,14,75,4.32,923.03,0.55,304.92,32,0.94
philanthropy,12,100,4.61,958.68,0.58,344.43,28,0.97
philharmonic,12,642,6.46,927.8,0.6,337.55,20,0.63
Philip,6,11045,9.31,714.27,-0.29,267.14,33,0.94
Philippine,10,1052,6.96,768.62,0.21,187.02,34,1
Philippines,11,3253,8.09,751.54,0,272.43,35,1
Philistine,10,116,4.75,882.86,0.16,379.81,21,0.78
philological,12,69,4.23,900.58,0.57,465.03,12,0.48
philologists,12,32,3.47,1214.8,1.46,348.71,10,0.37
philosopher,11,2223,7.71,738.45,-0.23,248.79,33,0.97
philosophers,12,1743,7.46,804.65,0.02,304.97,31,0.97
philosophic,11,301,5.71,1017.96,0.66,359.87,27,0.84
philosophical,13,4959,8.51,836.71,0.07,294.61,31,1
philosophically,15,454,6.12,997.86,0.57,405.99,28,0.93
philosophies,12,1734,7.46,899.96,0.51,371.58,28,0.9
philosophize,12,31,3.43,1004.22,0.65,373.24,27,0.87
philosophized,13,6,1.79,908.04,0.51,323.39,28,0.93
philosophizing,14,78,4.36,1092.54,1.1,427.85,26,0.93
philosophy,10,19790,9.89,708.97,-0.32,230.89,31,1
Phil's,6,591,6.38,633.64,-0.47,115.37,28,0.88
phlegm,6,153,5.03,815.95,0.23,308.32,20,0.61
phlegmatic,10,20,3,1032.21,0.82,404.26,14,0.42
phobia,6,348,5.85,664.26,-0.47,196.91,34,1
phobic,6,152,5.02,727.1,-0.09,229.96,30,0.86
Phoenix,7,15367,9.64,596.19,-0.58,115.15,32,0.94
phone,5,141619,11.86,509.53,-0.8,128.01,32,1
phonebooth,10,11,2.4,792.48,0.03,312.53,31,0.94
phonecall,9,45,3.81,736.75,-0.09,258.8,32,0.97
phoned,6,817,6.71,705.43,-0.27,215.13,30,0.88
phoneme,7,177,5.18,1085.08,0.94,319.33,13,0.38
phonemes,8,243,5.49,928.43,0.31,404.89,14,0.5
phonemic,8,98,4.58,909.68,0.58,283.57,19,0.63
phonemics,9,1,0,837.86,0.23,328.64,21,0.64
phones,6,4048,8.31,635.43,-0.54,199.88,35,1
phonetic,8,977,6.88,856.92,0.2,443.93,26,0.76
phonetics,9,225,5.42,892.84,0.19,297.72,25,0.74
phoney,6,423,6.05,785.52,-0.05,414.36,27,0.84
phonic,6,61,4.11,693.17,-0.25,186.58,29,0.85
phonics,7,238,5.47,786.8,-0.09,310.76,30,0.97
phonies,7,68,4.22,778.77,0.06,245.63,31,0.94
phonograph,10,382,5.95,854.86,0.17,374.29,28,0.88
phonographs,11,187,5.23,1004.09,0.76,299.5,22,0.76
phonologic,10,0,0,934.05,0.88,303.16,20,0.61
phonological,12,67,4.2,907.55,0.57,257.72,22,0.71
phonology,9,127,4.84,965.86,0.56,492.34,21,0.66
phony,5,1531,7.33,710.47,-0.26,220.16,32,0.97
phooey,6,114,4.74,897.13,0.5,420.99,15,0.47
phosphate,9,634,6.45,823.63,0.05,368.2,32,0.91
phosphates,10,205,5.32,851.27,0.02,304.33,30,0.91
phosphide,9,13,2.56,1028.58,0.87,330.36,12,0.38
phosphor,8,337,5.82,995.82,1.15,237.95,11,0.34
phosphoresce,12,3,1.1,1239.3,1.39,534.81,10,0.37
phosphorescence,15,9,2.2,972.71,1.06,281.83,17,0.65
phosphorescent,14,51,3.93,1045.53,0.91,376.23,17,0.55
phosphorous,11,111,4.71,810.07,0.15,209.23,30,0.91
phosphorus,10,435,6.08,810.27,0.16,271.18,30,0.91
photo,5,13910,9.54,561.91,-0.78,126.25,33,1
photocathode,12,14,2.64,1755.5,2.12,764.02,4,0.14
photocathodes,13,5,1.61,1233.86,0.98,457.36,7,0.23
photochemical,13,104,4.64,1093.48,0.99,299.13,29,0.91
photocopier,11,154,5.04,856.43,0.27,377.35,30,0.91
photocopy,9,1341,7.2,738.47,-0.15,229.41,34,1
photoelectric,13,62,4.13,1147.08,1.19,331.64,24,0.86
photoelectronic,15,3,1.1,1273.26,1.27,528.79,23,0.79
photoelectrons,14,4,1.39,1205.1,1.32,504.99,20,0.77
photoflash,10,25,3.22,982.96,0.44,327.64,27,0.84
photogenic,10,86,4.45,934,0.45,377.43,33,0.97
photograph,10,2714,7.91,683.82,-0.32,212.39,33,1
photographed,12,850,6.75,901.76,0.24,333.6,33,1
photographer,12,2794,7.94,843.91,0.02,341.66,33,1
photographers,13,1630,7.4,810.73,0.12,232.23,33,1
photographic,12,2305,7.74,824.94,0.13,265.27,31,0.97
photographically,16,52,3.95,956.9,0.78,315.47,31,1
photographing,13,394,5.98,826.84,0.11,325.7,32,1
photographs,11,5529,8.62,665.12,-0.37,194.04,33,1
photography,11,5263,8.57,737.91,-0.22,195.37,34,0.97
photoluminescence,17,2,0.69,1274,1.85,110.61,8,0.31
photon,6,3844,8.25,726.32,-0.13,204.64,22,0.67
photorealism,12,74,4.3,1097.82,1.33,337.25,22,0.71
photos,6,14926,9.61,557.03,-0.7,106.61,33,0.97
photosensitive,14,27,3.3,1128.29,1.22,427.86,28,0.88
photosynthesis,14,406,6.01,795.67,0.2,237.99,30,0.91
phrase,6,12897,9.46,610.79,-0.65,175.05,34,1
phrasebook,10,161,5.08,921.32,0.45,436.94,31,0.94
phrased,7,735,6.6,699.25,-0.29,332.21,32,0.94
phraseology,11,143,4.96,1155.29,1.31,365.72,7,0.23
phrases,7,3528,8.17,667.79,-0.55,209.48,33,0.97
phrasing,8,898,6.8,779.22,-0.08,313.52,32,0.97
phrenology,10,66,4.19,882.77,0.71,225.2,13,0.38
phyla,5,48,3.87,957.43,0.32,320.54,7,0.2
Phyllis,7,1347,7.21,813,0.18,309.17,29,0.88
phylum,6,77,4.34,909.44,0.2,318.67,16,0.48
physical,8,44223,10.7,654.34,-0.52,224.84,32,0.97
physically,10,9272,9.13,664.63,-0.43,139.83,32,0.97
physicalness,12,3,1.1,1111.61,0.83,534.23,18,0.69
physician,9,4205,8.34,710.42,-0.25,255.51,33,1
physicians,10,3617,8.19,750.5,-0.15,261.66,36,1
physician's,11,547,6.3,706.73,-0.3,313.83,33,0.97
physicist,9,3270,8.09,783.73,0,325.88,30,0.91
physicists,10,1865,7.53,796.59,0.09,287.76,29,0.94
physics,7,29221,10.28,745.55,-0.24,363.41,33,1
physiognomy,11,31,3.43,1010.33,0.79,405.29,6,0.18
physiologic,11,111,4.71,1079.74,1.04,391.13,27,0.9
physiological,13,1609,7.38,1045.36,0.77,462.75,33,0.97
physiologically,15,185,5.22,1183.27,0.99,541.63,26,0.9
physiologist,12,172,5.15,969.22,0.7,417.52,27,0.87
physiology,10,2330,7.75,886.57,0.43,275.49,28,0.9
physiotherapist,15,25,3.22,1120.33,1.18,407.54,15,0.65
physiotherapy,13,64,4.16,1055.82,1.11,423.24,22,0.73
physique,8,472,6.16,804.71,0.03,341.84,31,0.91
pi,2,5980,8.7,712.8,0.07,244.73,20,0.63
pianist,7,904,6.81,783.71,-0.13,333.01,31,0.91
pianists,8,336,5.82,803.59,0.11,266.28,27,0.84
pianist's,9,33,3.5,796.75,0.26,292.55,28,0.88
piano,5,9273,9.13,560.84,-0.75,139.06,32,0.97
pianoforte,10,26,3.26,1357,1.57,467.13,7,0.27
pianos,6,544,6.3,732.94,-0.19,274.16,32,0.94
piazza,6,1392,7.24,864.31,0.61,281.13,13,0.42
piazzas,7,4,1.39,859.93,0.58,252.66,15,0.52
pica,4,123,4.81,752.17,-0.14,226.92,12,0.35
Picasso,7,1263,7.14,716.35,-0.37,301.61,31,0.94
Picasso's,9,36,3.58,799.85,-0.04,372.09,33,0.94
piccolo,7,822,6.71,1012.17,0.63,414.81,18,0.55
pick,4,45297,10.72,535.03,-0.87,132.74,32,0.97
pickaxe,7,43,3.76,882.33,0.58,356.79,18,0.51
picked,6,20151,9.91,597.09,-0.6,163.21,33,0.97
picker,6,459,6.13,644.88,-0.43,305.34,32,0.97
pickers,7,168,5.12,735.93,-0.16,309.68,28,0.82
picket,6,850,6.75,771.8,-0.1,362.76,30,0.91
picketed,8,72,4.28,831.09,0.27,237.9,33,0.97
picketing,9,175,5.16,711.15,-0.08,171.49,33,1
pickets,7,110,4.7,710,-0.25,185.12,30,0.94
picking,7,8684,9.07,717.65,-0.4,299.55,34,1
pickle,6,979,6.89,679.19,-0.6,240.01,31,0.97
pickled,7,287,5.66,699.81,-0.38,219.96,31,0.94
pickles,7,504,6.22,643.39,-0.47,217.94,33,1
pickoff,7,6,1.79,834.27,0.17,261.91,26,0.79
pickoffs,8,3,1.1,766.86,0.03,245.52,28,0.9
pickpocket,10,59,4.08,732.15,-0.1,219.43,33,0.97
picks,5,6748,8.82,625.76,-0.64,237.23,33,1
pickup,6,4527,8.42,601.62,-0.6,132.7,34,1
picky,5,2130,7.66,614.34,-0.59,198.65,32,0.94
picnic,6,1374,7.23,677.48,-0.43,277.61,33,0.97
picnicked,9,1,0,1012.89,0.88,509.92,18,0.69
picnickers,10,6,1.79,1143.81,1.18,517.7,16,0.57
picnics,7,152,5.02,701.79,-0.18,267,28,0.93
pictorial,9,796,6.68,761.35,-0.03,227.16,31,0.91
pictorially,11,40,3.69,945.2,0.76,259.06,25,0.83
picture,7,46520,10.75,541.52,-0.69,169.53,33,1
pictured,8,960,6.87,684.23,-0.35,262.52,35,0.97
pictures,8,34996,10.46,679.15,-0.44,298.54,33,1
picturesque,11,289,5.67,981.86,0.58,439.66,21,0.7
picturing,9,232,5.45,780.69,-0.04,265.7,29,0.91
piddle,6,81,4.39,924.19,0.4,289.09,16,0.5
piddling,8,97,4.57,921.63,0.61,328.8,16,0.48
pidgin,6,239,5.48,862.33,0.9,130.57,6,0.18
pie,3,4935,8.5,580.71,-0.69,163.21,31,0.97
piece,5,46129,10.74,620.09,-0.63,259.87,33,1
piecemeal,9,267,5.59,998.59,0.71,463.08,17,0.53
pieces,6,25065,10.13,738.97,-0.32,365.09,32,1
piecewise,9,71,4.26,931.42,0.64,335.83,19,0.58
piecework,9,40,3.69,751.03,0.13,218.45,31,0.91
piecrust,8,3,1.1,876.26,0.17,348.27,23,0.7
pied,4,240,5.48,790.57,-0.11,266.82,14,0.42
pier,4,1150,7.05,789.22,-0.03,237.47,32,0.94
pierce,6,4989,8.51,677.11,-0.28,196.11,28,0.88
pierced,7,1610,7.38,628.53,-0.54,145.66,32,0.97
piercing,8,7012,8.86,701.68,-0.35,211.83,34,1
Pierre,6,4535,8.42,712.52,-0.25,189.87,31,0.94
piers,5,960,6.87,743.38,-0.15,313.16,32,0.97
pies,4,718,6.58,664.91,-0.48,172.7,32,0.97
piety,5,2247,7.72,846.11,0.14,360.06,28,0.82
piezoelectric,13,90,4.5,853.75,1.28,87.62,4,0.13
piezoelectricity,16,4,1.39,760,0.42,736.81,2,0.07
pig,3,6375,8.76,583.42,-0.64,168.34,31,0.94
pigeon,6,900,6.8,669.71,-0.48,189.34,31,0.94
pigeonhole,10,98,4.58,949.36,0.81,263.1,22,0.67
pigeons,7,640,6.46,673.42,-0.36,139.98,33,1
piggish,7,40,3.69,813.96,0.18,208.92,26,0.79
piggy,5,656,6.49,714.09,-0.28,242.51,34,1
piggyback,9,210,5.35,833.67,0.16,244.19,33,0.97
piggybank,9,13,2.56,851.03,-0.05,434.15,31,0.97
pigheaded,9,74,4.3,800.84,0.07,259.78,31,0.91
piglet,6,846,6.74,747.97,-0.11,270.75,31,0.94
pigment,7,921,6.83,636.45,-0.48,160.81,33,0.97
pigmentation,12,224,5.41,1052.19,0.7,332.51,32,0.97
pigmented,9,92,4.52,788.21,-0.03,300.13,33,0.94
pigments,8,333,5.81,690.79,-0.4,230.52,34,0.97
pigpen,6,87,4.47,841.94,0.18,281.56,31,0.94
pigpens,7,0,0,857.68,0.25,463.25,31,0.94
pigs,4,4274,8.36,596.53,-0.64,211.55,32,0.97
pigskin,7,101,4.62,752.9,-0.23,297.42,31,0.97
pigsty,6,23,3.14,911.47,0.63,257.92,15,0.44
pigtail,7,96,4.56,729.03,-0.28,275.85,34,1
pigwash,7,0,0,952.24,0.57,518.37,21,0.64
pike,4,2432,7.8,651.52,-0.34,286.08,31,0.91
pilaf,5,55,4.01,858.84,0.12,238.26,19,0.56
pile,4,5666,8.64,576.84,-0.71,122.51,31,0.94
piled,5,717,6.58,669.3,-0.33,190.48,30,0.94
piles,5,1534,7.34,709.38,-0.4,275.29,32,0.94
pilfer,6,46,3.83,864.93,0.08,359.01,15,0.45
pilfering,9,20,3,913.2,0.46,243.46,15,0.47
pilgrim,7,663,6.5,766.56,-0.21,271.05,34,1
pilgrimage,10,504,6.22,938.63,0.44,359.43,27,0.87
pilgrimages,11,52,3.95,878.4,0.38,316.95,25,0.83
pilgrims,8,419,6.04,684.42,-0.31,231.53,31,1
pilgrim's,9,70,4.25,683,-0.32,179.14,32,1
piling,6,427,6.06,783.74,-0.23,324.43,23,0.72
pill,4,2805,7.94,667.36,-0.5,302.28,33,1
pillage,7,372,5.92,740.15,0.11,233.28,20,0.61
pillaged,8,106,4.66,836.47,0.45,219.06,19,0.58
pillager,8,2,0.69,837.82,0.34,260.94,17,0.5
pillar,6,1562,7.35,741.97,-0.12,311.94,33,0.97
pillared,8,5,1.61,841.9,0.2,290.32,20,0.57
pillars,7,1121,7.02,688.55,-0.23,255.03,33,0.97
pillbox,7,105,4.65,660.88,-0.45,207.69,32,0.94
pillow,6,2110,7.65,601.26,-0.62,224.45,34,1
pillowcase,10,54,3.99,720.4,-0.23,223.47,30,0.97
pillows,7,975,6.88,656.58,-0.39,247.29,33,0.97
pills,5,2580,7.86,646.68,-0.7,266.99,31,0.97
pilot,5,16024,9.68,573.77,-0.81,158.5,35,1
piloting,8,375,5.93,846.58,0.15,398.83,31,0.97
pilots,6,5967,8.69,663.03,-0.29,269.56,31,0.97
pilot's,7,619,6.43,606.94,-0.69,169.02,32,1
pimento,7,30,3.4,866.39,0.31,207.75,18,0.55
pimp,4,988,6.9,715.22,-0.38,304.28,32,0.94
pimple,6,216,5.38,687.94,-0.34,225.7,31,0.94
pimpled,7,14,2.64,777.1,0.12,323.68,29,0.91
pimples,7,131,4.88,745.81,-0.36,367.22,32,0.94
pimplike,8,0,0,985.32,0.95,302.41,25,0.83
pimply,6,90,4.5,892.24,0.36,282.28,25,0.76
pimps,5,212,5.36,683.12,-0.34,214.85,34,1
pin,3,24742,10.12,596.69,-0.74,401.73,35,1
pinafore,8,41,3.71,910.27,0.61,454.29,15,0.43
pinafores,9,1,0,1001,0.9,361.47,8,0.25
pinball,7,4652,8.45,666.78,-0.56,339.74,32,0.97
pincer,6,73,4.29,875.73,0.4,267.1,11,0.34
pinch,5,1992,7.6,663.73,-0.49,204.23,33,1
pinched,7,675,6.51,606.8,-0.54,145.74,35,1
pinching,8,569,6.34,687.81,-0.3,161.31,32,0.94
pincushion,10,86,4.45,1002.56,0.61,261.19,18,0.51
pine,4,7920,8.98,686.71,-0.45,282.59,34,1
pineal,6,162,5.09,963.5,0.58,222.85,14,0.44
pineapple,9,637,6.46,742.57,-0.29,347.76,30,0.91
pinecone,8,118,4.77,987.71,0.57,441.6,28,0.8
pines,5,974,6.88,665.64,-0.4,232.6,33,0.97
pinewood,8,118,4.77,650.1,-0.49,150.6,31,0.91
ping,4,5115,8.54,716.7,-0.25,163.34,27,0.79
pinging,7,417,6.03,879.7,0.32,335.55,20,0.63
pingpong,8,26,3.26,713.61,-0.13,188.66,33,0.97
pinhead,7,840,6.73,650.71,-0.34,188.89,34,1
pinholes,8,56,4.03,836,0.14,223.62,28,0.88
pinioned,8,35,3.56,847,0.62,233.78,9,0.27
pink,4,13066,9.48,568.82,-0.74,197.31,34,1
pinkie,6,66,4.19,884.39,0.21,359.41,23,0.74
pinking,7,16,2.77,787.14,0.06,275.72,22,0.71
pinks,5,199,5.29,625.48,-0.57,130.21,31,0.91
pinnacle,8,6683,8.81,741.72,-0.15,238.82,32,1
pinnacles,9,112,4.72,774.57,0.11,272.67,28,0.82
pinned,6,1391,7.24,698.91,-0.36,276.94,35,1
pinning,7,560,6.33,715.22,-0.01,271.48,32,0.94
pinnings,8,3,1.1,775.15,0,220.29,26,0.84
pinochle,8,65,4.17,928.18,0.95,247.93,11,0.34
pinpoint,8,851,6.75,702.11,-0.17,143.15,36,1
pinpointing,11,53,3.97,857.24,0.46,294.01,33,0.97
pinpoints,9,57,4.04,815.84,0.19,237.15,32,0.97
pinprick,8,16,2.77,940.2,0.44,307.84,25,0.74
pins,4,7569,8.93,643.38,-0.68,363,34,1
pinscher,8,92,4.52,1116.2,0.95,448.28,5,0.15
pinstripe,9,80,4.38,832.36,0.19,275.5,28,0.82
pint,4,1470,7.29,648.97,-0.25,160.23,33,0.97
Pinta,5,88,4.48,885.17,0.38,253.94,18,0.55
pinto,5,873,6.77,787.33,0.04,227.18,27,0.82
pinup,5,102,4.62,772.08,0.18,218.18,26,0.74
pinwheel,8,51,3.93,811.74,-0.03,288.33,31,0.94
pioneer,7,4620,8.44,685.06,-0.46,327.85,31,0.94
pioneered,9,665,6.5,680.22,-0.33,183.79,32,1
pioneering,10,706,6.56,822.47,0,328.3,32,0.97
pioneers,8,999,6.91,702.77,-0.4,360.13,31,0.94
pioneer's,9,101,4.62,687.97,-0.24,182.28,33,0.97
pious,5,690,6.54,748.77,-0.03,209.51,26,0.81
piously,7,34,3.53,917.61,0.31,354.95,18,0.55
pip,3,844,6.74,724.5,-0.23,307.26,18,0.55
pipe,4,12205,9.41,671.48,-0.44,268.19,33,0.97
piped,5,525,6.26,727.91,-0.2,271.49,33,0.97
pipedream,9,34,3.53,1025.63,0.81,384.54,24,0.71
pipedreams,10,17,2.83,884.69,0.55,201.52,26,0.79
pipeline,8,4156,8.33,748.85,-0.21,284.26,33,1
pipelines,9,561,6.33,717.39,-0.2,182.67,33,0.97
piper,5,2255,7.72,640.74,-0.48,191.34,34,0.97
pipers,6,329,5.8,708.74,-0.28,192.17,34,0.94
pipes,5,5055,8.53,626.26,-0.65,202.39,34,0.97
pipette,7,30,3.4,708.83,-0.19,233.55,18,0.6
piping,6,1084,6.99,771.15,-0.02,236.32,27,0.82
pipsqueak,9,40,3.69,892.05,0.69,392.53,20,0.63
piquancy,8,9,2.2,865.2,0.65,211.07,5,0.16
piquant,7,34,3.53,912.45,0.79,312.67,11,0.32
pique,5,218,5.38,870.65,0.42,180.61,17,0.52
piracy,6,1955,7.58,921.88,0.3,350.58,26,0.79
piranha,7,654,6.48,934.75,0.33,345.51,16,0.48
pirate,6,6292,8.75,695.06,-0.43,352.79,33,1
pirates,7,3396,8.13,635.06,-0.5,204.13,34,1
pirouette,9,51,3.93,834.44,0.32,342.04,16,0.48
Pisces,6,614,6.42,721.81,-0.11,216.85,31,0.91
pish,4,48,3.87,940.33,0.14,562.36,3,0.09
piss,4,6979,8.85,672.81,-0.46,265.83,31,0.94
pistachio,9,110,4.7,821.72,0.14,303.25,29,0.91
